index,System Type,Literature Name,Name1,Selection Method,Confirmation Method,z1,z1_type,RA1,Dec1,RA1_deg,Dec1_deg,Equinox,Coordinate_waveband1,Coordinate_Source1,Brightness1,Brightness_band1,Brightness_type1,Name2,z2,z2_type,RA2,Dec2,RA2_deg,Dec2_deg,Coordinate_waveband2,Coordinate_Source2,Brightness2,Brightness_band2,Brightness_type2,Sep,Sep(kpc),delta_z,dV,Paper(s),BibCode(s),DOI(s),Notes
164,Binary Quasar,SDSSJ0747+4318A,SDSSJ0747+4318A,Overlapping Plates,Optical Spectroscopy,0.501,spec,7:47:59.02,+43:18:5.4,116.99591666666666,43.3015,J2000,Optical,SDSS,19.24,SDSS g PSF ext-corr,asinh,SDSSJ0747+4318B,0.501,spec,7:47:59.66,+43:18:11.5,116.99858333333331,43.30319444444444,Optical,SDSS,19.45,SDSS g PSF ext-corr,asinh,9.2,56.21853472707597,0.0,0.0,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
168,Binary Quasar,SDSSJ0824+2357A,SDSSJ0824+2357A,Overlapping Plates,Optical Spectroscopy,0.536,spec,8:24:40.61,+23:57:9.9,126.16920833333333,23.952749999999998,J2000,Optical,SDSS,18.51,SDSS g PSF ext-corr,asinh,SDSSJ0824+2357B,0.535,spec,8:24:39.83,+23:57:20.3,126.16595833333334,23.95563888888889,Optical,SDSS,18.67,SDSS g PSF ext-corr,asinh,14.9,94.30326054900085,0.0010000000000000009,194.72482468001886,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
307,Binary Quasar,HS 1216+5032 / SDSSJ1218+5015A,HS 1216+5032B / SDSSJ1218+5015A,Projected Pairs,Optical Spectroscopy,1.456,spec,12:18:40.49,+50:15:43.8,184.6687083333333,50.262166666666666,J2000,Optical,SDSS,18.8,SDSS g PSF ext-corr,asinh,HS 1216+5032A / SDSSJ1218+5015B,1.456,spec,12:18:41.02,+50:15:36.2,184.67091666666667,50.26005555555555,Optical,SDSS,17.01,SDSS g PSF ext-corr,asinh,9.1,76.91425484636366,0.0,0.0,Hagen+1996 ; Lopez+2000 ; Green+2004 ; Hennawi+2006,1996A&A...308L..25H ; 2000A&A...357...37L ; 2004MNRAS.349.1261G ; 2006AJ....131....1H,NA ; NA ; https://doi.org/10.1111/j.1365-2966.2004.07592.x ; https://doi.org/10.1086/498235,Redshifts adopted from Green+2004 ; Lopez+ point out that the lens interpreation cannot yet be ruled out. Green+2004 show via VLA imaging that B is a radio loud BAL QSO but A is radio quiet ; by contrast A is brighter in the optical and thus the broadband flux ratios would be in disagreement and time delays are unlikely to account for this discrepancy. This is very likely a true binary pair. Coordinates from Simbad.
332,Recoil Candidate,4C 12.03,4C 12.03,Wing or X-Shaped Radio Source,-99,0.156,-100,00:09:52.6115865762,+12:44:04.664804414,2.4692149440674993,12.734629112337222,J2000,Optical,Gaia,17.8,B (Simbad),mag (Check Simbad),4C 12.03,0.156,-100,00:09:52.6115865762,+12:44:04.664804414,2.4692149440674993,12.734629112337222,Optical,Gaia,17.8,B (Simbad),mag (Check Simbad),0.0,0.0,0.0,0.0,Perryman+1984 ; Merritt+2002, 2002Sci...297.1310M ; 2007AJ....133.2097C, ; https://doi.org/10.1126/science.1074688 ; https://doi.org/10.1086/513095,Coordinates from Simbad. Redshift from Perryman+.
333,Recoil Candidate,NGC 326,NGC 326,Wing or X-Shaped Radio Source,-99,0.0477,-100,00:58:22.637,+26:51:58.61,14.594320833333331,26.86628055555556,J2000,Infrared,2MASS,13.0,V (Simbad),mag (Check Simbad),NGC 326,0.0477,-100,00:58:22.637,+26:51:58.61,14.594320833333331,26.86628055555556,Infrared,2MASS,13.0,V (Simbad),mag (Check Simbad),0.0,0.0,0.0,0.0,Werner+1999 ; Merritt+2002, 2002Sci...297.1310M ; 2007AJ....133.2097C, ; https://doi.org/10.1126/science.1074688 ; https://doi.org/10.1086/513095,Double galaxy. Redshift from Wener+. Coordinates from Simbad.
334,Recoil Candidate,3C 52,3C 52,Wing or X-Shaped Radio Source,-99,0.29,-100,01:48:28.884,+53:32:28.19,27.120349999999995,53.54116388888889,J2000,Infrared,2MASS,18.5,B (Simbad),mag (Check Simbad),3C 52,0.29,-100,01:48:28.884,+53:32:28.19,27.120349999999995,53.54116388888889,Infrared,2MASS,18.5,B (Simbad),mag (Check Simbad),0.0,0.0,0.0,0.0,Spinrad+1985 ; Merritt+2002, ; 2002Sci...297.1310M ; 2007AJ....133.2097C, ; https://doi.org/10.1126/science.1074688 ; https://doi.org/10.1086/513095,Redshift from Ned and found in paper by Cheung+2009. Coordinates from SImbad.
335,Recoil Candidate,3C 63,3C 63,Wing or X-Shaped Radio Source,-99,0.175,-100,02:20:54.3,-01:56:51,35.22624999999999,-1.9475,J2000,Optical,,18.5,B (Simbad),mag (Check Simbad),3C 63,0.175,-100,02:20:54.3,-01:56:51,35.22624999999999,-1.9475,Optical,,18.5,B (Simbad),mag (Check Simbad),0.0,0.0,0.0,0.0,Smith+1980 ; Cheung+2009,nan ; 2007AJ....133.2097C,nan ; https://doi.org/10.1086/513095,Redshift from paper by Cheung+2009. COordinates from Simbad.
336,Recoil Candidate,3C 136.1,3C 136.1,Wing or X-Shaped Radio Source,-99,0.064,-100,05:16:03.133,+24:58:25.47,79.01305416666665,24.973741666666665,J2000,Infrared,2MASS,17.0,B (Simbad),mag (Check Simbad),3C 136.1,0.064,-100,05:16:03.133,+24:58:25.47,79.01305416666665,24.973741666666665,Infrared,2MASS,17.0,B (Simbad),mag (Check Simbad),0.0,0.0,0.0,0.0,Spinrad+1985 ; Merritt+2002, ; 2002Sci...297.1310M ; 2007AJ....133.2097C, ; https://doi.org/10.1126/science.1074688 ; https://doi.org/10.1086/513095,Coordinates from Simbad. Redshift from Hewitt+1989?
337,Recoil Candidate,3C 192,3C 192,Wing or X-Shaped Radio Source,-99,0.05968,-100,08:05:35.0057673498,+24:09:50.334614040,121.39585736395749,24.163981837233333,J2000,Optical,Gaia,15.46,B (Simbad),mag (Check Simbad),3C 192,0.05968,-100,08:05:35.0057673498,+24:09:50.334614040,121.39585736395749,24.163981837233333,Optical,Gaia,15.46,B (Simbad),mag (Check Simbad),0.0,0.0,0.0,0.0,Sandage+1966,nan ; 2007AJ....133.2097C,nan ; https://doi.org/10.1086/513095,Small wings. Coordinates and redshift from Simbad.
338,Recoil Candidate,4C 32.25,4C 32.25,Wing or X-Shaped Radio Source,-99,0.0512,-100,08:31:27.521,+32:19:27.06,127.86467083333334,32.32418333333334,J2000,Infrared,2MASS,16.0,B (Simbad),mag (Check Simbad),4C 32.25,0.0512,-100,08:31:27.521,+32:19:27.06,127.86467083333334,32.32418333333334,Infrared,2MASS,16.0,B (Simbad),mag (Check Simbad),0.0,0.0,0.0,0.0,de Ruiter+1986 ; Merritt+2002, 2002Sci...297.1310M ; 2007AJ....133.2097C, ; https://doi.org/10.1126/science.1074688 ; https://doi.org/10.1086/513095,Also known as B2 0828+32. Coordinates and redshift from Simbad.
339,Recoil Candidate,4C 48.29,4C 48.29,Wing or X-Shaped Radio Source,-99,0.05315,-100,10:20:53.676,+48:31:24.31,155.22365,48.52341944444444,J2000,Optical,SDSS,16.0,B (Simbad),mag (Check Simbad),4C 48.29,0.05315,-100,10:20:53.676,+48:31:24.31,155.22365,48.52341944444444,Optical,SDSS,16.0,B (Simbad),mag (Check Simbad),0.0,0.0,0.0,0.0,Miley+1979 ; Merritt+2002, 2002Sci...297.1310M ; 2007AJ....133.2097C, ; https://doi.org/10.1126/science.1074688 ; https://doi.org/10.1086/513095,Coordinates and redshift from Simbad.
340,Recoil Candidate,Abell 1145,Abell 1145,Wing or X-Shaped Radio Source,-99,0.068,-100,11:01:32.0,+16:43:54,165.38333333333333,16.731666666666666,J2000,,,,nan (Simbad),mag (Check Simbad),Abell 1145,0.068,-100,11:01:32.0,+16:43:54,165.38333333333333,16.731666666666666,,,,nan (Simbad),mag (Check Simbad),0.0,0.0,0.0,0.0,Owen+1997 ; Merritt+2002, 2002Sci...297.1310M ; 2007AJ....133.2097C, ; https://doi.org/10.1126/science.1074688 ; https://doi.org/10.1086/513095,Coordinates from NED/Simbad. Coordinates likely for cluster and not radio source.
341,Recoil Candidate,4C 01.30,4C 01.30,Wing or X-Shaped Radio Source,-99,0.13258,-100,11:30:21.4202517083,+00:58:23.044644843,172.58925104878458,0.9730679569008334,J2000,Optical,Gaia,17.75,V (Simbad),mag (Check Simbad),4C 01.30,0.13258,-100,11:30:21.4202517083,+00:58:23.044644843,172.58925104878458,0.9730679569008334,Optical,Gaia,17.75,V (Simbad),mag (Check Simbad),0.0,0.0,0.0,0.0,Wang+2003 ; Liu+2004, ; 2004MNRAS.347.1357L ; 2007AJ....133.2097C, ; https://doi.org/10.1111/j.1365-2966.2004.07325.x ; https://doi.org/10.1086/513095,Quasar. Coordinates and redshift from Simbad.
342,Recoil Candidate,4C 04.40,4C 04.40,Wing or X-Shaped Radio Source,-99,0.531,-100,12:06:20.12496,+04:06:10.7892,181.58385399999997,4.102996999999999,J2000,Optical,SDSS,,nan (Simbad),mag (Check Simbad),4C 04.40,0.531,-100,12:06:20.12496,+04:06:10.7892,181.58385399999997,4.102996999999999,Optical,SDSS,,nan (Simbad),mag (Check Simbad),0.0,0.0,0.0,0.0,,nan ; 2007AJ....133.2097C,nan ; https://doi.org/10.1086/513095,Coordinates and redshift from Simbad.
343,Recoil Candidate,J1357+4807,J1357+4807,Wing or X-Shaped Radio Source,-99,0.389,-100,17:46:14.03413721,+62:26:54.7383903,266.55847557170824,62.448538441749996,J2000,Radio,VLBI,19.51,V (Simbad),mag (Check Simbad),J1357+4807,0.389,-100,17:46:14.03413721,+62:26:54.7383903,266.55847557170824,62.448538441749996,Radio,VLBI,19.51,V (Simbad),mag (Check Simbad),0.0,0.0,0.0,0.0,Cheung+2006,2006ApJ...650..679C ; 2007AJ....133.2097C,https://doi.org/10.1086/506908 ; https://doi.org/10.1086/513095,Coordinates and redshift from Simbad.
344,Recoil Candidate,3C 315,3C 315,Wing or X-Shaped Radio Source,-99,0.1083,-100,15:13:40.0227468596,+26:07:23.710955469,228.4167614452483,26.123253043185834,J2000,Optical,Gaia,16.3,B (Simbad),mag (Check Simbad),3C 315,0.1083,-100,15:13:40.0227468596,+26:07:23.710955469,228.4167614452483,26.123253043185834,Optical,Gaia,16.3,B (Simbad),mag (Check Simbad),0.0,0.0,0.0,0.0,Schmidt+1965 ; Merritt+2002, ; 2002Sci...297.1310M ; 2007AJ....133.2097C, ; https://doi.org/10.1126/science.1074688 ; https://doi.org/10.1086/513095,Double galaxy. Coordinates from Simbad and redshift from NED (and Hewitt+1991).
345,Recoil Candidate,3C 379.1,3C 379.1,Wing or X-Shaped Radio Source,-99,0.256,-100,18:24:33.061,+74:20:58.57,276.13775416666664,74.34960277777778,J2000,Infrared,2MASS,18.0,V (Simbad),mag (Check Simbad),3C 379.1,0.256,-100,18:24:33.061,+74:20:58.57,276.13775416666664,74.34960277777778,Infrared,2MASS,18.0,V (Simbad),mag (Check Simbad),0.0,0.0,0.0,0.0,Smith+1976,nan ; 2007AJ....133.2097C,nan ; https://doi.org/10.1086/513095,Small wings. Coordinates from Simbad and redshift from NED (and Hewitt+1991).
346,Recoil Candidate,3C 403,3C 403,Wing or X-Shaped Radio Source,-99,0.059000000000000004,-100,19:52:15.7997953344,+02:30:24.235518851,298.06583248055995,2.506732088569722,J2000,Optical,Gaia,16.5,V (Simbad),mag (Check Simbad),3C 403,0.059000000000000004,-100,19:52:15.7997953344,+02:30:24.235518851,298.06583248055995,2.506732088569722,Optical,Gaia,16.5,V (Simbad),mag (Check Simbad),0.0,0.0,0.0,0.0,Sandage+1972 ; Dennett-Thorpe+2002 ; Merritt+2002, ; 2002MNRAS.330..609D ; 2002Sci...297.1310M ; 2007AJ....133.2097C, ; https://doi.org/10.1046/j.1365-8711.2002.05106.x ; https://doi.org/10.1126/science.1074688 ; https://doi.org/10.1086/513095,Coordinates from Simbad. Redshift from Spinrad+1985.
347,Recoil Candidate,3C 433,3C 433,Wing or X-Shaped Radio Source,-99,0.101757,-100,21:23:44.582,+25:04:27.23,320.9357583333333,25.074230555555555,J2000,Infrared,,16.35,V (Simbad),mag (Check Simbad),3C 433,0.101757,-100,21:23:44.582,+25:04:27.23,320.9357583333333,25.074230555555555,Infrared,,16.35,V (Simbad),mag (Check Simbad),0.0,0.0,0.0,0.0,Schmidt+1965 ; Merritt+2002, 2002Sci...297.1310M ; 2007AJ....133.2097C, ; https://doi.org/10.1126/science.1074688 ; https://doi.org/10.1086/513095,Coordinates and redshift from Simbad
348,Recoil Candidate,J2157+0037,J2157+0037,Wing or X-Shaped Radio Source,-99,0.39061999999999997,-100,21:57:31.448,+00:37:57.06,329.3810333333333,0.6325166666666667,J2000,Optical,SDSS,20.87,V (Simbad),mag (Check Simbad),J2157+0037,0.39061999999999997,-100,21:57:31.448,+00:37:57.06,329.3810333333333,0.6325166666666667,Optical,SDSS,20.87,V (Simbad),mag (Check Simbad),0.0,0.0,0.0,0.0,Zakamska+2004,2004AJ....128.1002Z ; 2007AJ....133.2097C,https://doi.org/10.1086/423220 ; https://doi.org/10.1086/513095,Coordinates and redshift from Simbad
349,Recoil Candidate,J2347+0852,J2347+0852,Wing or X-Shaped Radio Source,-99,0.292,-100,23:47:38.1536951232,+08:52:46.413060197,356.90897372968,8.879559183388055,J2000,Optical,Gaia,17.1,V (Simbad),mag (Check Simbad),J2347+0852,0.292,-100,23:47:38.1536951232,+08:52:46.413060197,356.90897372968,8.879559183388055,Optical,Gaia,17.1,V (Simbad),mag (Check Simbad),0.0,0.0,0.0,0.0,Perlman+1998,nan ; 2007AJ....133.2097C,nan ; https://doi.org/10.1086/513095,Quasar. Coordinates from Simbad. Redshift from NED (Perlman+1998).
350,Recoil Candidate,J0001-0033,J0001-0033,Wing or X-ray Shaped Radio Source Candidate,-99,0.2469,-100,0:1:40.18,-0:33:50.6,0.4174166666666666,-0.5640555555555556,J2000,Optical,SDSS,17.4,r SDSS,asinh model mag,J0001-0033,0.2469,-100,0:1:40.18,-0:33:50.6,0.4174166666666666,-0.5640555555555556,Optical,SDSS,17.4,17.4,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
351,Recoil Candidate,J0033-0149,J0033-0149,Wing or X-ray Shaped Radio Source Candidate,-99,0.1301,-100,0:33:2.41,-1:49:56.6,8.260041666666666,-1.8323888888888888,J2000,Optical,USNO,87.0,1.4 GHz NVSS,Flux: mJy,J0033-0149,0.1301,-100,0:33:2.41,-1:49:56.6,8.260041666666666,-1.8323888888888888,Optical,USNO,87.0,87.0,Flux: mJy,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
354,Recoil Candidate,J0049+0059,J0049+0059,Wing or X-ray Shaped Radio Source Candidate,-99,0.3044,-100,0:49:39.45,+0:59:53.8,12.414374999999998,0.9982777777777777,J2000,Optical,SDSS,18.1,r SDSS,asinh model mag,J0049+0059,0.3044,-100,0:49:39.45,+0:59:53.8,12.414374999999998,0.9982777777777777,Optical,SDSS,18.1,18.1,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
355,Recoil Candidate,J0113+0106,J0113+0106,Wing or X-ray Shaped Radio Source Candidate,-99,0.281,-100,1:13:41.11,+1:6:8.5,18.421291666666665,1.1023611111111111,J2000,Optical,SDSS,18.1,r SDSS,asinh model mag,J0113+0106,0.281,-100,1:13:41.11,+1:6:8.5,18.421291666666665,1.1023611111111111,Optical,SDSS,18.1,18.1,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
356,Recoil Candidate,J0115-0000,J0115-0000,Wing or X-ray Shaped Radio Source Candidate,-99,0.381,-100,1:15:27.37,-0:0:1.5,18.864041666666665,-0.0004166666666666667,J2000,Optical,SDSS,20.5,r SDSS,asinh model mag,J0115-0000,0.381,-100,1:15:27.37,-0:0:1.5,18.864041666666665,-0.0004166666666666667,Optical,SDSS,20.5,20.5,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
357,Recoil Candidate,J0143-0119,J0143-0119,Wing or X-ray Shaped Radio Source Candidate,-99,0.52,-100,1:43:16.75,-1:19:0.8,25.819791666666667,-1.3168888888888888,J2000,Optical,USNO,823.0,1.4 GHz NVSS,Flux: mJy,J0143-0119,0.52,-100,1:43:16.75,-1:19:0.8,25.819791666666667,-1.3168888888888888,Optical,USNO,823.0,823.0,Flux: mJy,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
359,Recoil Candidate,J0145-0159,J0145-0159,Wing or X-ray Shaped Radio Source Candidate,-99,0.1264,-100,1:45:19.99,-1:59:47.9,26.333291666666664,-1.9966388888888889,J2000,Optical,USNO,272.0,1.4 GHz NVSS,Flux: mJy,J0145-0159,0.1264,-100,1:45:19.99,-1:59:47.9,26.333291666666664,-1.9966388888888889,Optical,USNO,272.0,272.0,Flux: mJy,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
363,Recoil Candidate,J0702+5002,J0702+5002,Wing or X-ray Shaped Radio Source Candidate,-99,0.0946,-100,7:2:47.92,+50:2:5.3,105.69966666666666,50.03480555555555,J2000,Optical,USNO,334.0,1.4 GHz NVSS,Flux: mJy,J0702+5002,0.0946,-100,7:2:47.92,+50:2:5.3,105.69966666666666,50.03480555555555,Optical,USNO,334.0,334.0,Flux: mJy,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
366,Recoil Candidate,J0813+4347,J0813+4347,Wing or X-ray Shaped Radio Source Candidate,-99,0.1282,-100,8:13:0.11,+43:47:48.5,123.25045833333333,43.79680555555555,J2000,Optical,SDSS,16.1,r SDSS,asinh model mag,J0813+4347,0.1282,-100,8:13:0.11,+43:47:48.5,123.25045833333333,43.79680555555555,Optical,SDSS,16.1,16.1,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
367,Recoil Candidate,J0821+2922,J0821+2922,Wing or X-ray Shaped Radio Source Candidate,-99,0.246,-100,8:21:49.6,+29:22:44.4,125.45666666666664,29.379,J2000,Optical,SDSS,20.2,r SDSS,asinh model mag,J0821+2922,0.246,-100,8:21:49.6,+29:22:44.4,125.45666666666664,29.379,Optical,SDSS,20.2,20.2,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
369,Recoil Candidate,J0838+3253,J0838+3253,Wing or X-ray Shaped Radio Source Candidate,-99,0.2127,-100,8:38:44.61,+32:53:11.8,129.68587499999995,32.88661111111111,J2000,Optical,SDSS,16.9,r SDSS,asinh model mag,J0838+3253,0.2127,-100,8:38:44.61,+32:53:11.8,129.68587499999995,32.88661111111111,Optical,SDSS,16.9,16.9,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
375,Recoil Candidate,J0924+4233,J0924+4233,Wing or X-ray Shaped Radio Source Candidate,-99,0.2274,-100,9:24:46.98,+42:33:47.1,141.19574999999998,42.56308333333333,J2000,Optical,SDSS,17.8,r SDSS,asinh model mag,J0924+4233,0.2274,-100,9:24:46.98,+42:33:47.1,141.19574999999998,42.56308333333333,Optical,SDSS,17.8,17.8,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
376,Recoil Candidate,J0941-0143,J0941-0143,Wing or X-ray Shaped Radio Source Candidate,-99,0.382,-100,9:41:22.58,-1:43:1.1,145.34408333333332,-1.7169722222222223,J2000,Optical,USNO,830.0,1.4 GHz NVSS,Flux: mJy,J0941-0143,0.382,-100,9:41:22.58,-1:43:1.1,145.34408333333332,-1.7169722222222223,Optical,USNO,830.0,830.0,Flux: mJy,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
379,Recoil Candidate,J1005+1154,J1005+1154,Wing or X-ray Shaped Radio Source Candidate,-99,0.1656,-100,10:5:52.53,+11:54:37.0,151.46887499999997,11.910277777777779,J2000,Optical,SDSS,16.3,r SDSS,asinh model mag,J1005+1154,0.1656,-100,10:5:52.53,+11:54:37.0,151.46887499999997,11.910277777777779,Optical,SDSS,16.3,16.3,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
380,Recoil Candidate,J1008+0030,J1008+0030,Wing or X-ray Shaped Radio Source Candidate,-99,0.0977,-100,10:8:11.43,+0:30:0.0,152.04762499999998,0.5,J2000,Optical,SDSS,15.8,r SDSS,asinh model mag,J1008+0030,0.0977,-100,10:8:11.43,+0:30:0.0,152.04762499999998,0.5,Optical,SDSS,15.8,15.8,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
381,Recoil Candidate,J1015+5944,J1015+5944,Wing or X-ray Shaped Radio Source Candidate,-99,0.5271,-100,10:15:41.14,+59:44:45.2,153.92141666666666,59.74588888888889,J2000,Optical,SDSS,18.3,r SDSS,asinh model mag,J1015+5944,0.5271,-100,10:15:41.14,+59:44:45.2,153.92141666666666,59.74588888888889,Optical,SDSS,18.3,18.3,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
382,Recoil Candidate,J1040+5056,J1040+5056,Wing or X-ray Shaped Radio Source Candidate,-99,0.1539,-100,10:40:22.48,+50:56:25.1,160.09366666666665,50.940305555555554,J2000,Optical,SDSS,17.1,r SDSS,asinh model mag,J1040+5056,0.1539,-100,10:40:22.48,+50:56:25.1,160.09366666666665,50.940305555555554,Optical,SDSS,17.1,17.1,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
383,Recoil Candidate,J1043+3131,J1043+3131,Wing or X-ray Shaped Radio Source Candidate,-99,0.0357,-100,10:43:18.63,+31:31:6.1,160.82762499999998,31.518361111111112,J2000,Optical,SDSS,14.8,r SDSS,asinh model mag,J1043+3131,0.0357,-100,10:43:18.63,+31:31:6.1,160.82762499999998,31.518361111111112,Optical,SDSS,14.8,14.8,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
388,Recoil Candidate,J1111+4050,J1111+4050,Wing or X-ray Shaped Radio Source Candidate,-99,0.0737,-100,11:11:39.74,+40:50:24.1,167.9155833333333,40.84002777777778,J2000,Optical,SDSS,14.8,r SDSS,asinh model mag,J1111+4050,0.0737,-100,11:11:39.74,+40:50:24.1,167.9155833333333,40.84002777777778,Optical,SDSS,14.8,14.8,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
393,Recoil Candidate,J1140+1057,J1140+1057,Wing or X-ray Shaped Radio Source Candidate,-99,0.0808,-100,11:40:49.7,+10:57:56.3,175.2070833333333,10.965638888888888,J2000,Optical,SDSS,16.6,r SDSS,asinh model mag,J1140+1057,0.0808,-100,11:40:49.7,+10:57:56.3,175.2070833333333,10.965638888888888,Optical,SDSS,16.6,16.6,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
397,Recoil Candidate,J1206+3812,J1206+3812,Wing or X-ray Shaped Radio Source Candidate,-99,0.838,-100,12:6:17.35,+38:12:34.9,181.57229166666664,38.209694444444445,J2000,Optical,SDSS,18.4,r SDSS,asinh model mag,J1206+3812,0.838,-100,12:6:17.35,+38:12:34.9,181.57229166666664,38.209694444444445,Optical,SDSS,18.4,18.4,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
398,Recoil Candidate,J1207+3352,J1207+3352,Wing or X-ray Shaped Radio Source Candidate,-99,0.0788,-100,12:7:32.92,+33:52:40.1,181.88716666666664,33.877805555555554,J2000,Optical,SDSS,15.2,r SDSS,asinh model mag,J1207+3352,0.0788,-100,12:7:32.92,+33:52:40.1,181.88716666666664,33.877805555555554,Optical,SDSS,15.2,15.2,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
399,Recoil Candidate,J1210-0341,J1210-0341,Wing or X-ray Shaped Radio Source Candidate,-99,0.26,-100,12:10:18.77,-3:41:53.3,182.5782083333333,-3.6981388888888893,J2000,Optical,SDSS,17.8,r SDSS,asinh model mag,J1210-0341,0.26,-100,12:10:18.77,-3:41:53.3,182.5782083333333,-3.6981388888888893,Optical,SDSS,17.8,17.8,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
400,Recoil Candidate,J1210+1121,J1210+1121,Wing or X-ray Shaped Radio Source Candidate,-99,0.1963,-100,12:10:11.99,+11:21:2.7,182.5499583333333,11.35075,J2000,Optical,SDSS,16.6,r SDSS,asinh model mag,J1210+1121,0.1963,-100,12:10:11.99,+11:21:2.7,182.5499583333333,11.35075,Optical,SDSS,16.6,16.6,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
410,Recoil Candidate,J1309-0012,J1309-0012,Wing or X-ray Shaped Radio Source Candidate,-99,0.419,-100,13:9:49.74,-0:12:35.6,197.45725,-0.2098888888888889,J2000,Optical,SDSS,19.4,r SDSS,asinh model mag,J1309-0012,0.419,-100,13:9:49.74,-0:12:35.6,197.45725,-0.2098888888888889,Optical,SDSS,19.4,19.4,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
413,Recoil Candidate,J1327-0203,J1327-0203,Wing or X-ray Shaped Radio Source Candidate,-99,0.1828,-100,13:27:38.22,-2:3:9.9,201.90925,-2.0527499999999996,J2000,Optical,SDSS,16.6,r SDSS,asinh model mag,J1327-0203,0.1828,-100,13:27:38.22,-2:3:9.9,201.90925,-2.0527499999999996,Optical,SDSS,16.6,16.6,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
414,Recoil Candidate,J1330-0206,J1330-0206,Wing or X-ray Shaped Radio Source Candidate,-99,0.0866,-100,13:30:10.32,-2:6:18.0,202.54299999999998,-2.105,J2000,Optical,SDSS,15.5,r SDSS,asinh model mag,J1330-0206,0.0866,-100,13:30:10.32,-2:6:18.0,202.54299999999998,-2.105,Optical,SDSS,15.5,15.5,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
415,Recoil Candidate,J1339-0016,J1339-0016,Wing or X-ray Shaped Radio Source Candidate,-99,0.1452,-100,13:39:34.23,-0:16:35.5,204.89262499999998,-0.27652777777777776,J2000,Optical,SDSS,15.9,r SDSS,asinh model mag,J1339-0016,0.1452,-100,13:39:34.23,-0:16:35.5,204.89262499999998,-0.27652777777777776,Optical,SDSS,15.9,15.9,asinh model mag,0.0,0.0,0.0,0.0,Cheung+2007,2007AJ....133.2097C,https://doi.org/10.1086/513095,
